S.NO,Reg_No,Address,"No. of
Children","Status of the
Institution",Name of the Orphanage,City,Country,State,Column1,Column3,Column4,Column2,Column22,Column23,Column24,Column25,Column26
227,476/DSW/2011,"Boys Town Society - Tirumangalam Boys Town, Tirumangalam – 625 706, Madurai District",69,"3 years
registration",Boys Town Society - Tirumangalam Boys Town,Madurai,India,Tamil Nadu,,,,,,,,,
228,477/DSW/2011,"Boys Town Society – Tindlepatti Children’s Village, Allampatti Tirumangalam Taluk – 625 706, Madurai District",60,"3 years
registration",Boys Town Society – Tindlepatti Children’s Village,Madurai,India,Tamil Nadu,,,,,,,,,
229,574/DSW/2011,"“St. Ann’s Society – St. Ann’s Care Centre, Post Box No.8, Tirunagar, Madurai -625 006.",30,"3 years
registration",“St. Ann’s Society – St. Ann’s Care Centre,Madurai,India,Tamil Nadu,,,,,,,,,
230,575/DSW/2011,"Madurai Auxilium Salesian Sisters Society, Madha Nagar, Thirumalpuram, Madurai – 625014",380,"3 years
registration",Madurai Auxilium Salesian Sisters Society,Madurai,India,Tamil Nadu,,,,,,,,,
231,576/DSW/2011,"Claretian Mercy Home, Azhagusirai, Ponnamangalam post, Thirumangalam Taluk, Madurai District – 625706",22,"3 years
registration",Claretian Mercy Home,Madurai,India,Tamil Nadu,,,,, Madurai District – 625706,,,,
232,577/DSW/2011,"Holy Cross Social Centre, Opp. to paravai mill colony, Paravai – 625402, Madurai District",30,"3 years
registration",Holy Cross Social Centre,Madurai,India,Tamil Nadu,,,,,,,,,
233,578/DSW/2011,"ISA Children’s Home, Chinna Oorseri, Palamedu Main Road, Allanganallur Post, Madurai District – 625 501",15,"3 years
registration",ISA Children’s Home,Madurai,India,Tamil Nadu,,,,, Madurai District – 625 501,,,,
234,579/DSW/2011,"Pneuma Trust, 5/5/8, Illango Street, Shanthi Nagar, Madurai – 625018",26,"3 years
registration",Pneuma Trust,Madurai,India,Tamil Nadu,,,,, Madurai – 625018,,,,
208,64/DSW/2010,"Peace Trust – Strahlemann Peace Child Support Centre, No.72/11, C-2, Thirupoondi Road, Palathadi, Velankanni, Nagapattinam District",100,"3 years
registration",Peace Trust – Strahlemann Peace Child Support Centre,Nagapattinam,India,Tamil Nadu,,,,, Palathadi, Velankanni, Nagapattinam District,,
209,128/DSW/2010,Kasthurba Gandhi Kanya Gurukulam Nagai – 614 810,150,"3 years
registration",Kasthurba Gandhi Kanya Gurukulam Nagai – 614 810,Nagapattinam,India,Tamil Nadu,,,,,,,,,
210,193/DSW/2010,"Enable for Life (Pudu Irudhayam) Branch of St. Joseph’s Development Trust, Perumalkoil Patthu Thiruvididaikali Post, Tharangambadi Taluk, Nagapattinam District",21,"3 years
registration",Enable for Life (Pudu Irudhayam) Branch of St. Joseph’s Development Trust,Nagapattinam,India,Tamil Nadu,,,,,,,,,
211,194/DSW/2010,"DMI Children’s Home No.78 Cooks Road, Velipalayam, Nagapattinam – 611 001",90,"3 years
registration",DMI Children’s Home No.78 Cooks Road,Nagapattinam,India,Tamil Nadu,,,,,,,,,
212,294/DSW/2010,"The Society of Mary Immaculate-St. Theresa’s Home for Children, Tharangambadi -609 313, Nagapattinam District",404,"3 years
registration",The Society of Mary Immaculate-St. Theresa’s Home for Children,Nagapattinam,India,Tamil Nadu,,,,,,,,,
213,348/DSW/2011,"T.E.L.C. Children’s Home – Gnanapoo illam, Edatherui, Poraiyur (post), Tharangampadi Taluk, Nagapattinam District - 609307",160,"3 years
registration",T.E.L.C. Children’s Home – Gnanapoo illam,Nagapattinam,India,Tamil Nadu,,,,, Nagapattinam District - 609307,,,,
214,482/DSW/2011,"CSI Home for Girls, St. Peter’s Church Compound, Nethaji Road, Nagapattinam - 611 001",64,"3 years
registration",CSI Home for Girls,Nagapattinam,India,Tamil Nadu,,,,,,,,,
215,615/DSW/2011,"Love and Care Charitable Trust – Joy Children’s Home, Poraiyar, Tharangambadi Tk, Nagapattinam District",97,"3 years
registration",Love and Care Charitable Trust – Joy Children’s Home,Nagapattinam,India,Tamil Nadu,,,,,,,,,
216,616/DSW/2011,"Don Bosco Tharangam Trust, ECR Road, Kazhyappa Nallur Post, Tharangambadi Taluk, Nagapattinam District – 609 307.",43,"3 years
registration",Don Bosco Tharangam Trust,Nagapattinam,India,Tamil Nadu,,,,, Nagapattinam District – 609 307.,,,,
200,329/DSW/2010,"Namakkal Don Bosco Anbu Illam Society, 5/37, Ganapathy Nagar, Namakkal District -637 020.",77,"3 years
registration",Namakkal Don Bosco Anbu Illam Society,Namakkal,India,Tamil Nadu,,,,,,,,,
201,330/DSW/2010,"Jesus Love of Ministery Childrens Home, 121/2, Kaikatti, Erumapatti post, Namakkal District - 637013",40,"3 years
registration",Jesus Love of Ministery Childrens Home,Namakkal,India,Tamil Nadu,,,,, Namakkal District - 637013,,,,
202,376/DSW/2011,"Paramarikkum Karngal (TEND), No.2-A, Perumampalayam, Emappallai, Tiruchengodu Taluk, Namakkal District",126,"3 years
registration",Paramarikkum Karngal (TEND),Namakkal,India,Tamil Nadu,,,,, Tiruchengodu Taluk, Namakkal District,,,
203,478/DSW/2011,"Claudine Society for Development and Action, New Dawn, Holy Cross Convent, Mavureddy, Paramathy, Namakkal – 637 207",30,"3 years
registration",Claudine Society for Development and Action,Namakkal,India,Tamil Nadu,,,,, Paramathy, Namakkal – 637 207,,,
204,479/DSW/2011,"Tony Public Charitable Trust – Tony Mercy Home (Boys), H-79 Ponvizhanagar, Trichy Road, Namakkal District",16,"3 years
registration",Tony Public Charitable Trust – Tony Mercy Home (Boys),Namakkal,India,Tamil Nadu,,,,,,,,,
205,480/DSW/2011,"Sacred Heart Convent Educational Society – Sacred Heart Home for Children, Rasipuram, Namakkal District 637408",117,"3 years
registration",Sacred Heart Convent Educational Society – Sacred Heart Home for Children,Namakkal,India,Tamil Nadu,,,,,,,,,
206,481/DSW/2011,"St. Joseph’s Charitable Educational Social Development Society – St.Theresa Children Home, Elangnar Post, Tiruchengode Taluk, Namakkal District",124,"3 years
registration",St. Joseph’s Charitable Educational Social Development Society – St.Theresa Children Home,Namakkal,India,Tamil Nadu,,,,,,,,,
207,650/DSW/2011,"The Immaculate Heart of Mary Society -St. Mary’s Home for Children, Kakkavery, Rasipuram (Via) Namakkal District",300,"3 years
registration",The Immaculate Heart of Mary Society -St. Mary’s Home for Children,Namakkal,India,Tamil Nadu,,,,,,,,,
181,346/DSW/2011,"Home for CMS Tailoring Trainees, Underfell, Coonoor, The NIlgiris -643 101.",49,"3 years
registration",Home for CMS Tailoring Trainees,Nilgiris,India,Tamil Nadu,,,,,,,,,
182,347/DSW/2011,"CMS Children’s Village, Underfell, Coonoor, The Nilgiris -643 101.",134,"3 years
registration",CMS Children’s Village,Nilgiris,India,Tamil Nadu,,,,,,,,,
183,392/DSW/2011,"St. Francis Home, The Friary, Kotagiri, Nilgiris – 643237",25,"3 years
registration",St. Francis Home,Nilgiris,India,Tamil Nadu,,,,,,,,,
184,402/DSW/2011,"The Institute of the Franciscan Missionaries of Mary, Society No.14 – Nazareth Convent Children’s Home, St.Mary’s Hill, Ootacamund, Nilgiris District – 643001",153,"3 years
registration",The Institute of the Franciscan Missionaries of Mary,Nilgiris,India,Tamil Nadu,,,,, Nilgiris District – 643001,,,,
185,403/DSW/2011,"Sri Sarguru Sarva Samarasa Sangam, GandhiNagar, Coonoor, The Nilgiris District - 643102",96,"3 years
registration",Sri Sarguru Sarva Samarasa Sangam,Nilgiris,India,Tamil Nadu,,,,,,,,,
186,506/DSW/2011,"Regular Tertiary Franciscan Sisters of Our Lady of Bon Secours Society No.XXII-Siru Malar Home for Children, Naduvattam, The Nilgiris - 643 224.",50,"3 years
registration",Regular Tertiary Franciscan Sisters of Our Lady of Bon Secours Society No.XXII-Siru Malar Home for Children,Nilgiris,India,Tamil Nadu,,,,,,,,,
187,507/DSW/2011,"Institute of the Franciscan Missionaries of Mary Society No.13– St.Michael’s Children Home, St. Michael’s Convent, Santhoor (post), Ketti – 643215, The Nilgiris District.",63,"3 years
registration",Institute of the Franciscan Missionaries of Mary Society No.13– St.Michael’s Children Home,Nilgiris,India,Tamil Nadu,,,,, The Nilgiris District.,,,,
188,557/DSW/2011,"The Institute of the Franciscan Missionaries of Mary, Society No.12 – St. Mary’s Home for Children, Nirmal Sadan, Blue Mountain, Kotagiri, Nilgiris- 643217.",62,"3 years
registration",The Institute of the Franciscan Missionaries of Mary,Nilgiris,India,Tamil Nadu,,,,, Kotagiri, Nilgiris- 643217.,,,
189,676/DSW/2012,"New Life Children’s home (Grace Mission Trust), Mitchell House, 152/3, Belmount Road, Fernhill Post, Ooty – 643 001, Nilgiris District",28,"3 years
registration",New Life Children’s home (Grace Mission Trust),Nilgiris,India,Tamil Nadu,,,,, Fernhill Post, Ooty – 643 001, Nilgiris District,,
190,707/DSW/2012,"Markazu Thazkiyathi Ssunniyya Alavayal, Padanthorai (post), Gudalur Taluk, The Nilgiris – 643 211.",90,"3 years
registration",Markazu Thazkiyathi Ssunniyya Alavayal,Nilgiris,India,Tamil Nadu,,,,,,,,,
191,708/DSW/2012,"Open Hands International Trust – Lawrence and Margaret Livesey Memorial Childrens Home (Girls), Mani.Lodge Road, Fernhill, Oorty – 643004, Nilgiris District.",28,"3 years
registration",Open Hands International Trust – Lawrence and Margaret Livesey Memorial Childrens Home (Girls),Nilgiris,India,Tamil Nadu,,,,, Nilgiris District.,,,,
192,195/DSW/2010,"Nalla Allosanai Matha Manaviyar Illam Near R.C.Middle School, 36 Eraiyur, Perambalur District",126,"3 years
registration",Nalla Allosanai Matha Manaviyar Illam Near R.C.Middle School,Perambalur,India,Tamil Nadu,,,,,,,,,
193,308/DSW/2010,"Holy Cross Children’s Home, Fathimapuram Post, Via. Valikandapuram, Veppanthattai Taluk, Perambalur District.",125,"3 years
registration",Holy Cross Children’s Home,Perambalur,India,Tamil Nadu,,,,, Perambalur District.,,,,
194,501/DSW/2011,"St. John Sangam Trust – St. John Home for Children, Nerkunam – 621 117, Veppanthattai Taluk, Perambalur District",100,"3 years
registration",St. John Sangam Trust – St. John Home for Children,Perambalur,India,Tamil Nadu,,,,,,,,,
195,502/DSW/2011,"St. John Sangam Trust – Thanthai Roever Home for Children, Indira Nagar, Elambalur – 621 212, Perambalur District",150,"3 years
registration",St. John Sangam Trust – Thanthai Roever Home for Children,Perambalur,India,Tamil Nadu,,,,,,,,,
196,503/DSW/2011,"The Society of the Franciscan Sisters of St.Joseph Society No.VII – Child Jesus Home for Children, Thiruvalanthurai, V.Kalathur – 621117, Perambalur District.",58,"3 years
registration",The Society of the Franciscan Sisters of St.Joseph Society No.VII – Child Jesus Home for Children,Perambalur,India,Tamil Nadu,,,,,,,,,
197,504/DSW/2011,"St. John Sangam Trust -Roever Children’s Home, Roever Campus, Perambalur – 621 212, Perambalur District",200,"3 years
registration",St. John Sangam Trust -Roever Children’s Home,Perambalur,India,Tamil Nadu,,,,,,,,,
198,505/DSW/2011,"St. John Sangam Trust – Annai Evamarie Koch Home for Girls, Thuraimangalam – 621 220, Perambalur District",290,"3 years
registration",St. John Sangam Trust – Annai Evamarie Koch Home for Girls,Perambalur,India,Tamil Nadu,,,,,,,,,
199,633/DSW/2011,"Sri.Ramalinga Jothi Nilayam-Vallalar Gurukulam, Chettikulam 621 104, Kunnam Taluk, Perambalur District",100,"3 years
registration",Sri.Ramalinga Jothi Nilayam-Vallalar Gurukulam,Perambalur,India,Tamil Nadu,,,,,,,,,
174,13/DSW/2010,"St. Michael’s Home for Children, No.70/2, Kammangudi Patty, Thirumayam Taluk, Pudukkotai District.",25,"3 years
registration",St. Michael’s Home for Children,Pudukkottai,India,Tamil Nadu,,,,, Pudukkotai District.,,,,
175,14/DSW/2010,"St. Mary’s Home for Children, Madha Koil Street, Aranthangi, Pudukottai District.",25,"3 years
registration",St. Mary’s Home for Children,Pudukkottai,India,Tamil Nadu,,,,,,,,,
176,34/DSW/2010,Daughter of St. Mary Immaculate & Collatoraters Anbu Illam - AnnaNagar Pulvayal Post Pudukottai District,65,"3 years
registration",Daughter of St. Mary Immaculate & Collatoraters Anbu Illam - AnnaNagar Pulvayal Post Pudukottai District,Pudukkottai,India,Tamil Nadu,,,,,,,,,
177,35/DSW/2010,Malarchi Special School Renaissance Kalamavur Village & Post Keeranur Via Pudukottai District,40,"3 years
registration",Malarchi Special School Renaissance Kalamavur Village & Post Keeranur Via Pudukottai District,Pudukkottai,India,Tamil Nadu,,,,,,,,,
178,36/DSW/2010,St. Joseph Home for Children Veichur Post (Via) AmmaPattinam Pudukottai District,25,"3 years
registration",St. Joseph Home for Children Veichur Post (Via) AmmaPattinam Pudukottai District,Pudukkottai,India,Tamil Nadu,,,,,,,,,
179,310/DSW/2010,"E.W.M. Children’s Home, N.5 S.M. Colony, Cauvery Nagar, Pudukkottai 622 501.",35,"3 years
registration",E.W.M. Children’s Home,Pudukkottai,India,Tamil Nadu,,,,,,,,,
180,439/DSW/2011,"Integrated Rural Development Centre – (IRDC) Lady Lynn Joyful Home for Children, Lady Lynn Enclave, Near Taluk Office, Gandharvakottai (taluk), Pudhukottai District.",50,"3 years
registration",Integrated Rural Development Centre – (IRDC) Lady Lynn Joyful Home for Children,Pudukkottai,India,Tamil Nadu,,,,, Pudhukottai District.,,,,
162,714/DSW/2012,"Sri Ramalinga Anbu Illam, Opp.Vanasankari Amman koil Street, Ramanathapuram – 623501",34,"3 years
registration",Sri Ramalinga Anbu Illam,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
163,367/DSW/2011,"Congregation of the Sisters of the cross of Chavanod – St. Philomino’s Home for children, Thangachimadam village, Rameswaram Taluk – 623529, Ramanathapuram District",170,"3 years
registration",Congregation of the Sisters of the cross of Chavanod – St. Philomino’s Home for children,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
164,508/DSW/2011,"The Immaculate Heart of Mary Society – Anandhiagam Girls Hostel, Oriyur, Thiruvadanai (taluk), Ramanathapuram District – 623309.",140,"3 years
registration",The Immaculate Heart of Mary Society – Anandhiagam Girls Hostel,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
165,509/DSW/2011,"Naina Mohamed Kaderammal Trust – Rahmaniya Yathim Khana (Children’s Home), 10, Asari Street, Mudukulathur – 623 704, Ramanathapuram District",10,"3 years
registration",Naina Mohamed Kaderammal Trust – Rahmaniya Yathim Khana (Children’s Home),Ramanathapuram,India,Tamil Nadu,,,,, Ramanathapuram District,,,,
166,510/DSW/2011,"The R.C.Diocese of Sivagangai – Idhaya Home for Children, Irudayapuram, R.S.Mangalam-via, Ramnad District – 623 525.",200,"3 years
registration",The R.C.Diocese of Sivagangai – Idhaya Home for Children,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
167,511/DSW/2011,"St. Joseph’s R.C.Home for Children, Kamuthi – 623 603, Ramanathapuram District.",262,"3 years
registration",St. Joseph’s R.C.Home for Children,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
168,619/DSW/2011,"The Madura – Ramnad Diocesan Management – St. Andrew’s Home for Children, Ramanathapuram District – 623 501",91,"3 years
registration",The Madura – Ramnad Diocesan Management – St. Andrew’s Home for Children,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
169,620/DSW/2011,"Vallalar Universal Mission Trust, 12, Mugarai Oorani West, Ramanathapuram District",18,"3 years
registration",Vallalar Universal Mission Trust,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
170,706/DSW/2012,"Pasum Kudil Orphanage Home (Award Trust) D.No.53, U.K.Mangai Road, Mudukalathur, Ramanathapuram District",24,"3 years
registration",Pasum Kudil Orphanage Home (Award Trust) D.No.53,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
171,711/DSW/2012,"Peoples Social Educational Trust, Oriyur, Thiruvadanai Taluk, Ramnad District – 623416",50,"3 years
registration",Peoples Social Educational Trust,Ramanathapuram,India,Tamil Nadu,,,,,,,,,
172,712/DSW/2012,"Muthu Charitable Trust – Children’s Home 4/533-2, Chinna Eratiayurani, Erattaiyurani Post, Uchipuli, Via, Ramnad District",25,"3 years
registration",Muthu Charitable Trust – Children’s Home 4/533-2,Ramanathapuram,India,Tamil Nadu,,,,, Via, Ramnad District,,,
173,713/DSW/2012,"Deva Sabai – Glorious Children’s Home, S.No.348/9A, Meiyampuli, Thangachimadam, Rameswaram Taluk, Ramanathapuram District – 623529",44,"3 years
registration",Deva Sabai – Glorious Children’s Home,Ramanathapuram,India,Tamil Nadu,,,,, Rameswaram Taluk, Ramanathapuram District – 623529,,,
495,521/DSW/2011,"Bethel Agricultural Fellowship – Mathews Boy Home, Danishpet Post, Omalur Taluk, Salem District – 636 354.",74,"3 years
registration",Bethel Agricultural Fellowship – Mathews Boy Home,Salem,India,Tamil Nadu,,,,,,,,,
496,522/DSW/2011,"Nesackkarangal Kumaran Educational Charitable Seva Trust, Judge Road, Ayyanthirumaligai, Salem-636 008.",102,"3 years
registration",Nesackkarangal Kumaran Educational Charitable Seva Trust,Salem,India,Tamil Nadu,,,,,,,,,
497,523/DSW/2011,"Evangelical Church of India -Jackie Happy Home, 101-103, Pandal Kaliamman Koil street, Annadhanapatti, Salem 636 002.",30,"3 years
registration",Evangelical Church of India -Jackie Happy Home,Salem,India,Tamil Nadu,,,,, Salem 636 002.,,,,
498,524/DSW/2011,"Samaritan Trust – Ebenezer House for Orphans, D.No.1/17 Santhi Nagar, 1^{st} Cross Chinnathirupathi (post), Salem – 8",12,"3 years
registration",Samaritan Trust – Ebenezer House for Orphans,Salem,India,Tamil Nadu,,,,,,,,,
499,525/DSW/2011,"The Don Bosco Anbu Illam Social Service Society, 230, Brett’s Road, Mulluvadi Gate, Salem – 636 007",50,"3 years
registration",The Don Bosco Anbu Illam Social Service Society,Salem,India,Tamil Nadu,,,,, Salem – 636 007,,,,
500,608/DSW/2011,"Auxilium Home, Mornese, Yercaud, Salem District",75,"3 years
registration",Auxilium Home,Salem,India,Tamil Nadu,,,,,,,,,
501,609/DSW/2011,"Indian Christian Mision Centre – House of Peace Eden Garden, Periasoragai Village, Nagavalli (via), Mettur Taluk, Salem District",101,"3 years
registration",Indian Christian Mision Centre – House of Peace Eden Garden,Salem,India,Tamil Nadu,,,,, Salem District,,,,
502,317/DSW/2010,"Mathuram Social Service Trust, 109, Tholuvapalli Street, Pethanaickenpalayam, Attur Taluk, Salem District 636 109.",53,"3 years
registration",Mathuram Social Service Trust,Salem,India,Tamil Nadu,,,,, Attur Taluk, Salem District 636 109.,,,
503,318/DSW/2010,"Don Bosco Anbu Illam, (A Unit of The Don Bosco Anbu Illam Social Service Society), 847, Erumakuttapallam, VinayagampattyPost, Kondappanayakanpatty, Salem -08.",100,"3 years
registration",Don Bosco Anbu Illam,Salem,India,Tamil Nadu,,,,, VinayagampattyPost, Kondappanayakanpatty, Salem -08.,,
